doc_id,query_id,score,query_type,evaluated_at_cet,top_k,num_queries_total,num_query_types,qrels_source,data_source,experiment,method
"hypotermibehandling, barn - vårdprogram",Barn med 36 grader i temperatur på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?,0.9031736254692078,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
feber under förlossning,Barn med 36 grader i temperatur på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?,0.9024535417556763,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"läkemedel - rekommenderade läkemedel, barn",Barn med 36 grader i temperatur på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?,0.9019668698310852,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
checklista för hemgång från förlossningen,Barn med 36 grader i temperatur på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?,0.9009081721305847,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
cystoscopi barn - vårdplan,Barn med 36 grader i temperatur på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?,0.9000903964042664,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
o-news övervakning för gravida och postpartumkontroller,Barn med 36 grader i temperatur på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?,0.8997650742530823,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
arbetsbeskrivning underläkare - vo kirurgi le,Familj går hem efter 12h. Vilket är ditt ansvar?,0.8859246373176575,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
nhv - tarmrehabilitering för barn - processkarta,Familj går hem efter 12h. Vilket är ditt ansvar?,0.8831209540367126,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"personalplanering vid elektiva operationer med tillhörande c-tur, ortopedoperation och anestesi",Familj går hem efter 12h. Vilket är ditt ansvar?,0.8830287456512451,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"inskrivningsmall 100 a, onkend",Familj går hem efter 12h. Vilket är ditt ansvar?,0.8801535367965698,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"amningsförberedande samtal under graviditet och postpartum, barnmorskemottagning",Familj går hem efter 12h. Vilket är ditt ansvar?,0.877662181854248,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
egenvård vid hemgång med central infart botbarn,Familj går hem efter 12h. Vilket är ditt ansvar?,0.8771342039108276,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"dagvårdsmottagningen för barn och ungdom, överflytt till avdelning 95b",Familj går hem efter 12h. Vilket är ditt ansvar?,0.8742656707763672,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
hemtransport från akutmottagningen akm as,Familj går hem efter 12h. Vilket är ditt ansvar?,0.8732336759567261,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"sjuksköterska arbetsordning 100 a, onkend",Familj går hem efter 12h. Vilket är ditt ansvar?,0.8722050189971924,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
processkarta - neo - barn som föds med syrebrist och är i behov av kylbehandling,Familj går hem efter 12h. Vilket är ditt ansvar?,0.8720250129699707,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
ansvarsfördelning i ordinärt boende - ädel,Familj går hem efter 12h. Vilket är ditt ansvar?,0.8698257207870483,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"introduktion och fortbildning av medarbetare sop, hem 13830",Familj går hem efter 12h. Vilket är ditt ansvar?,0.8692082762718201,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"undersköterska 85e, arbetsbeskrivning",Familj går hem efter 12h. Vilket är ditt ansvar?,0.868774950504303,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"ima 70f - uppdrag, patientflöde, inläggningskriterier och vårdplatsansvar",Familj går hem efter 12h. Vilket är ditt ansvar?,0.8684213757514954,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
kriterier för hemgång inom 6-24h efter förlossning,Familj går hem efter 12h. Vilket är ditt ansvar?,0.8680899143218994,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"smärta - långvarig smärta, teambaserad rehabilitering vårdcentrum",Familj går hem efter 12h. Vilket är ditt ansvar?,0.8680742979049683,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"sjuksköterska 85e, arbetsbeskrivning",Familj går hem efter 12h. Vilket är ditt ansvar?,0.8679831624031067,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
arbetsbeskrivning barnmottagningen för blod- och tumörsjukdomar hos barn,Familj går hem efter 12h. Vilket är ditt ansvar?,0.8675697445869446,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
amning-riktlinje för akademiska sjukhuset,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.9039919972419739,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
vårdprogram för förlossningsbristningar,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.9013024568557739,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"åtgärder vid utfall hälsoformulär inom bhv - avseende barns beteende vid 3, 4 och 5 år",Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.8977863788604736,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"standardordination för barn som vårdas på bb pga underburenhet, tillväxthämning, hyperbilirubinemi eller maternell diabetes",Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.8950724601745605,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
amningssamtal med föräldrar till barn inom barnhälsovården,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.892474889755249,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
bb vård i hemmet,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.8921344876289368,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
diabetes mellitus typ 1 och 2 och graviditet,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.8910148739814758,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"amningsförberedande samtal under graviditet och postpartum, barnmorskemottagning",Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.8909040689468384,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
arbetsrutiner undersköterska obstetrik förlossningen,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.8902580142021179,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"inskrivning, plastik- och käkkirurgavdelning 85f2",Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.8900782465934753,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
amningsstrategi för region uppsala,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.8895395398139954,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
timeout vid utebliven progress eller förlängt utdrivningsskede,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.8887654542922974,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"basprogram för vård och övervakning av graviditet, barnmorskemottagning i uppsala län",Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.8886924982070923,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
arbetsstöd för barnmorskemottagning,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.8882379531860352,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
generella direktiv läkemedel förlossningen,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.8878269791603088,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
arbetsrutiner undersköterska obstetrik förlossningen,Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8872945308685303,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
vårdprogram för förlossningsbristningar,Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8860662579536438,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
introduktionsplan nyanställd sjuksköterska gynekologavdelningen 96 c,Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8837718367576599,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
arbetsbeskrivning personal ava 65a2,Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8827825784683228,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
arbetsbeskrivning undersköterska neurooperation,Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8814350366592407,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"time out intubation, brännskadecentrum",Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.881182074546814,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
introduktion och fortbildning sjuksköterskor botbarn,Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.877458393573761,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
läkarassistent med omvårdnadsansvar thoraxkirurgavdelning arbetsbeskrivning,Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8771889805793762,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
specialistsjuksköterska i kirurgisk vård,Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8771429061889648,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
vårdpersonal på hjärtintensivvårdsavdelning 50g - arbetsuppgifter,Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8770812153816223,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
resursundersköterska niva,Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8769553899765015,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
bb vård i hemmet,Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8765013813972473,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
arbetsbeskrivning för undersköterskor - ima le,Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8764678239822388,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"introduktion sjuksköterska 101b, onk 11947",Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.876430094242096,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
mentorskap och klinisk handledning på onkologavdelning 101b,Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8764203786849976,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"funktionsbeskrivning, operationsundersköterska, barnoperation",Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8762447237968445,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
inläggning och utskrivning övervaket ima 70f,Patient beskriver klar vattenavgång. Var hittar du informationen om hur du ska handlägga detta?,0.8984835743904114,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
dokumentationsriktlinje i cosmic ima 70f,Patient beskriver klar vattenavgång. Var hittar du informationen om hur du ska handlägga detta?,0.8961411714553833,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"samverkan vid in- och utskrivning från slutenvården, lokal rutin i östhammars kommun",Patient beskriver klar vattenavgång. Var hittar du informationen om hur du ska handlägga detta?,0.8943584561347961,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"introduktionsprogram för undersköterskor, plastik- och käkkirurgavdelning 85f2",Patient beskriver klar vattenavgång. Var hittar du informationen om hur du ska handlägga detta?,0.8936855792999268,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
pd-dialys barn,Patient beskriver klar vattenavgång. Var hittar du informationen om hur du ska handlägga detta?,0.8936561942100525,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
dokumentationsriktlinje sjuksköterska iva - cosmic och metavision,Patient beskriver klar vattenavgång. Var hittar du informationen om hur du ska handlägga detta?,0.8929036259651184,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
njur- och eller pankreastransplantation - kunskapsunderlag,Patient beskriver klar vattenavgång. Var hittar du informationen om hur du ska handlägga detta?,0.8925920724868774,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
dokumentation riktlinjer sjuksköterska thoraxkirurgavdelning,Patient beskriver klar vattenavgång. Var hittar du informationen om hur du ska handlägga detta?,0.8915765881538391,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
omvårdnadsrundor - se upp!,Patient beskriver klar vattenavgång. Var hittar du informationen om hur du ska handlägga detta?,0.8915149569511414,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"cytostatikabehandling på lungavdelning 50e och dagvården - hantering, telefonrådgivning och checklista",Patient beskriver klar vattenavgång. Var hittar du informationen om hur du ska handlägga detta?,0.8913740515708923,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
esofaguskirurgi erp,Patient beskriver klar vattenavgång. Var hittar du informationen om hur du ska handlägga detta?,0.8913273215293884,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
vårdprogram för förlossningsbristningar,Patient beskriver klar vattenavgång. Var hittar du informationen om hur du ska handlägga detta?,0.891308605670929,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"vattenavgång utan värkar, före och efter graviditetsvecka 37",Patient beskriver klar vattenavgång. Var hittar du informationen om hur du ska handlägga detta?,0.8910834193229675,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"introduktion, bemanningsenheten",Patient beskriver klar vattenavgång. Var hittar du informationen om hur du ska handlägga detta?,0.8903276920318604,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"kateterisering och övervakning av urinblåsan samt urinavflöde via nefrostomikateter, vuxna - regionalt tillägg",Patient beskriver klar vattenavgång. Var hittar du informationen om hur du ska handlägga detta?,0.8895968198776245,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
galloperation - kunskapsunderlag le,Patient beskriver klar vattenavgång. Var hittar du informationen om hur du ska handlägga detta?,0.8895309567451477,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
placentaretention,Placenta suttit i 35 minuter. Var hittar du information om vilket som är ditt ansvar som barnmorska/obstetriker?,0.9068355560302734,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
förlossningsrädsla,Placenta suttit i 35 minuter. Var hittar du information om vilket som är ditt ansvar som barnmorska/obstetriker?,0.9059736132621765,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
vattenfödsel och bad som smärtlindring,Placenta suttit i 35 minuter. Var hittar du information om vilket som är ditt ansvar som barnmorska/obstetriker?,0.902518630027771,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"vårdrutin, obstetrik, postop ing 96",Placenta suttit i 35 minuter. Var hittar du information om vilket som är ditt ansvar som barnmorska/obstetriker?,0.9025055170059204,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
sugklockeförlossning,Placenta suttit i 35 minuter. Var hittar du information om vilket som är ditt ansvar som barnmorska/obstetriker?,0.9015641212463379,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
checklista inför jourtjänstgöring kvinnosjukvård,Placenta suttit i 35 minuter. Var hittar du information om vilket som är ditt ansvar som barnmorska/obstetriker?,0.9009023904800415,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
abort,Placenta suttit i 35 minuter. Var hittar du information om vilket som är ditt ansvar som barnmorska/obstetriker?,0.8983849287033081,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
tvillinggraviditet och -förlossning,Placenta suttit i 35 minuter. Var hittar du information om vilket som är ditt ansvar som barnmorska/obstetriker?,0.8978678584098816,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
operationsanmälning-prioritetslista,Placenta suttit i 35 minuter. Var hittar du information om vilket som är ditt ansvar som barnmorska/obstetriker?,0.8967193365097046,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
"basprogram för vård och övervakning av graviditet, barnmorskemottagning i uppsala län",Placenta suttit i 35 minuter. Var hittar du information om vilket som är ditt ansvar som barnmorska/obstetriker?,0.8964102864265442,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
riskbedömning av födande och ansvarsfördelning barnmorskor-läkare på förlossningsavdelningen,Placenta suttit i 35 minuter. Var hittar du information om vilket som är ditt ansvar som barnmorska/obstetriker?,0.8961935043334961,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
arbetsrutiner undersköterska obstetrik förlossningen,Placenta suttit i 35 minuter. Var hittar du information om vilket som är ditt ansvar som barnmorska/obstetriker?,0.8960209488868713,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
kejsarsnitt,Placenta suttit i 35 minuter. Var hittar du information om vilket som är ditt ansvar som barnmorska/obstetriker?,0.8956225514411926,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
riskbedömning av gravida och nyförlösta patienter på bb-avdelning,Placenta suttit i 35 minuter. Var hittar du information om vilket som är ditt ansvar som barnmorska/obstetriker?,0.8949966430664062,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
blödning i sen graviditet,Placenta suttit i 35 minuter. Var hittar du information om vilket som är ditt ansvar som barnmorska/obstetriker?,0.8949730396270752,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
vårdprogram för förlossningsbristningar,Förlossningsbristningen är inte suturerad och det har gått 7h efter förlossningen. Var hittar du informationen om vad du behöver tänka på?,0.9087330102920532,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
suturering av bristning efter förlossning under anestesi,Förlossningsbristningen är inte suturerad och det har gått 7h efter förlossningen. Var hittar du informationen om vad du behöver tänka på?,0.9067809581756592,Case-beskrivning,2026-03-25T08:44:14+01:00,20,80,7,google_sheet,google_sheet,dense_e5_restart,dense_e5
