doc_id,query_id,score,query_type,evaluated_at_cet,top_k,num_queries_total,num_query_types,method,model_name,experiment,config_slug,text_source,chunk_size,chunk_overlap,include_title_chunk,index_dir
grundläggande omhändertagande av nyfött barn,"Barn med 36,0 i temp på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?",0.9247318506240845,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
underburenhet 22-25 veckor - vårdplan,"Barn med 36,0 i temp på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?",0.9168647527694702,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
"graviditetsdiabetes, vårdplan region uppsala","Barn med 36,0 i temp på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?",0.9114667177200317,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
"hypotermibehandling, barn - vårdprogram","Barn med 36,0 i temp på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?",0.9081853628158569,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
vattenfödsel och bad som smärtlindring,"Barn med 36,0 i temp på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?",0.9079269170761108,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
arbetsrutiner undersköterska obstetrik förlossningen,"Barn med 36,0 i temp på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?",0.9072003364562988,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
feber under förlossning,"Barn med 36,0 i temp på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?",0.9070370197296143,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
nationella rekommendationer för socialt liv när barn behandlas för cancer,"Barn med 36,0 i temp på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?",0.9068641662597656,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
kontroller av inneliggande patienter på bb och förlossningsavdelningen,"Barn med 36,0 i temp på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?",0.9059121608734131,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
vårdprogram för förlossningsbristningar,"Barn med 36,0 i temp på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?",0.9058461785316467,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
vårda barn i hamilton-cpap på förlossningen eller gyn.uppvaket,"Barn med 36,0 i temp på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?",0.90581876039505,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
"läkemedel - rekommenderade läkemedel, barn","Barn med 36,0 i temp på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?",0.905387282371521,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
o-news övervakning för gravida och postpartumkontroller,"Barn med 36,0 i temp på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?",0.9053869843482971,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
blödning i sen graviditet,"Barn med 36,0 i temp på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?",0.9048587679862976,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
"lkg, vårdprogram","Barn med 36,0 i temp på efterkontroller vid förlossningen. Var hittar du information om åtgärder du ska vidta?",0.904596745967865,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
"hälsa och arbetsförmåga, arbetssökande",Familj går hem efter 12h. Vilket är ditt ansvar?,0.892837643623352,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
hälsa och arbetsförmåga,Familj går hem efter 12h. Vilket är ditt ansvar?,0.8905592560768127,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
"amningsförberedande samtal under graviditet och postpartum, barnmorskemottagning",Familj går hem efter 12h. Vilket är ditt ansvar?,0.8886223435401917,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
"inskrivningsmall 100 a, onkend",Familj går hem efter 12h. Vilket är ditt ansvar?,0.8870428800582886,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
arbetsbeskrivningar gynekologavdelning 96c1,Familj går hem efter 12h. Vilket är ditt ansvar?,0.8858278393745422,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
hemtransport från akutmottagningen akm as,Familj går hem efter 12h. Vilket är ditt ansvar?,0.8858187198638916,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
"hälsobeskrivning inför besök på mottagningen, hem 28232",Familj går hem efter 12h. Vilket är ditt ansvar?,0.885463535785675,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
anhörigstöd - efterlevande vuxna,Familj går hem efter 12h. Vilket är ditt ansvar?,0.8844538331031799,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
brytpunktssamtal vid övergång till palliativ vård i livets slutskede,Familj går hem efter 12h. Vilket är ditt ansvar?,0.8831260204315186,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
"dagvårdsmottagningen för barn och ungdom, överflytt till avdelning 95b",Familj går hem efter 12h. Vilket är ditt ansvar?,0.8826979994773865,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
samverkan vid utskrivning från slutenvård,Familj går hem efter 12h. Vilket är ditt ansvar?,0.882487952709198,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
"övernattningsrum, bokning och nycklar - lasarettet i enköping",Familj går hem efter 12h. Vilket är ditt ansvar?,0.881466269493103,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
amning-riktlinje för akademiska sjukhuset,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.9152937531471252,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
timeout vid utebliven progress eller förlängt utdrivningsskede,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.9047077894210815,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
vårdprogram för förlossningsbristningar,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.9029536843299866,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
checklista för hemgång från förlossningen,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.9028909206390381,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
"obstetrik - kunskapsunderlag, postop.avd 101f",Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.9014238119125366,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
"amningsförberedande samtal under graviditet och postpartum, barnmorskemottagning",Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.9013240933418274,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
lokal amningsstrategi akutpediatrik,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.9012545943260193,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
trakealkanylstopp - barn,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.8989866971969604,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
"standardordination för barn som vårdas på bb pga underburenhet, tillväxthämning, hyperbilirubinemi eller maternell diabetes",Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.8988413214683533,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
arbetsrutiner undersköterska obstetrik förlossningen,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.8987157344818115,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
smärtbehandling och sedering på intensivvårdsavdelningen för nyfödda,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.8985674381256104,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
nutrition neonatologi,Barnet har ej sugit 3h efter förlossning. Var hittar du information om vilka åtgärder du ska vidta?,0.8963862657546997,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
arbetsordning sjuksköterska spva,Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8973597288131714,Case-beskrivning,2026-03-19T19:15:36+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-cleaned-text-sweep,chunk_150__overlap_25__title_on__cleaned_text,cleaned_text,150,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-cleaned-text-sweep/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_150__overlap_25__title_on__cleaned_text
